,tokens,Class
3691,hotel ser lindo limpio habitación basico amplio comodo hermoso vista malecon habana viejo embargo apenas llagar hotel solo dia medio delante habana tener esperar mas hora recepcion hacer check in debido cantidad persona gana atender personal pensar hacer consulta contestar malo manera cosa cobrar caja seguridad cuc mapa cuc mover propina cuba vez hacer check in subir habitacion valija nadie ayudar ser problema ascensor ser semejante hotel siempre alguno funcionar siempre lleno poder,3
3692,alojar noche hotel parte viaje habana despues traspie conseguir habitación listo premiar suite junior vistas plaza coche clasico parte frontal parte colonial hotel habitación ser precioso ambiente bar ser relajante conserje julio cesar ser mas servicial querer ejemplo conductor habla inglés llevar hora coche ciudad convertible buick tambien hacer excursion pie bien valer pena ayudar encontrar alguno mejor lugar comer incluir lugar cerveza local bucanero fuerte ser menos bebida,4
3693,comer aquar dos noche estancia vidante simplemente ser sogood sopa champinón ser haber tener estofado marisco pottage ser sonar,5
3694,general plaza bonito solo tener cuidado taxista medio calle frente plaza cambiar cuc moneda nacional des cuenta siempre revisar regresar cambio cuc siempre,3
3695,malo instalación viejo mantenimiento holer mal desayuno incluir ser malo cierto ver dar buen mantenimiento hielera servir gym limpio pequeno chica recepcion amable sonriente ser rescatable hotel honestamente volver quedar ahi,2
3696,vinir aqui mundo entusiasmado acerca lugar desafortunadamente tener gran experiencia residencia chica tener cerca cama asi sentir mas granero debido techo alto calor recien recogido ser mas caliente horno dormir incomodar dia alli ducha ser limpiar secador pieza sardino jabon ducha piso todavia alli noche siguiente quizo limpieza pasar intervalo irregular dormitorio cama parecer ser inaceptable piscina mundo alabanza turbio apetecible asi ninguno tres ir aunque desesperado,2
3697,ser lugar interesante conocer salir postal vender grillo gusano si querer probar igual fruta tener catedral precioso volcan popocatepethl fondo poder subir ahorita reparar,4
3698,ser obligatorio camitado escollera atardecer romantic relajar caminata ser mas relajante pasar helado guera guero obligatorio,5
3699,cuatro plaza distancia pie viejo habana catedral arma san francisco enfrente gran mercado brewery viejo,4
3700,ser probablemente mas hermoso complejo haber puerto vallarto zona alojamiento opción comida propiedad ser excepcional unico queja ser complejo ser movilidad desafiar aunque marido silla rueda legalmente minusvalido tener enfermedad parkinson aquel silla rueda tener carro especial enorme complejo encontrar literalmente colgado varios ocasión tranvia vacio aprobado coche destino conductor prometer enviar alguien nunca hacer desgracia complejo vidanta ser tener decir ser persona dificultad caminar largo distancia,5
3701,lugar peligroso cubano visitar solo haber turista despues ver atardecer mientras hacia hora ver canonazo ser lugar ser aconsejable robar chico cerca haber pescador dos policia bicicleta decir enterar ser extrano gente despues decir zona ser buen ir,1
3702,colcha holer mal desayuno mejor q esperar incluido bien termostato aa regular temperatura asiento tasa corriente haber toalla alberca,3
3703,servicio domicilio ser deplorable segundo ocasion pedir servicio entregar especificación dado orden siquiera elemental servilleta cubierto salsa pedir dos órden chilaquil enviar platillo mas insipido poder frijolito lata lamentable tiempo espera ser exagerar triste cada vez ir bajar calidad alimento pastel zanahoria ser gloria tiempo atro ahora parecer,2
3704,lugar emblematico tipicamente turista conservar comida ser normal habana deslumbrar haber tomar mojito daiquiri folridita creer hemingway ser nunca,3
3705,si bien haber empezar reforma planta superior parecer aunque cobrar si ser hotel zona vip tener propio recepcion habitacion entrar agua ventana lluvia habitación grande mantenimiento justo enchufe caer quedar descubierto cable lado contratar medio pension error solo tener restaurante italiano abierto claro cinco noche cenar pasta pizza cansar dos celiaco viajar piscina caer trozo wifi funcionar mal desconectar tiempo tener meter contrasena tiempo mejor amabilidad extremo servicio chica recepcion ultimo camarero claro,3
3706,comida ser buen fresco marido disfrutar almuerzo tener almuerzo completo incluir plato sopa postre ma,4
3707,excelente hotel buen ubicacion pabellon m opción comida distraccion tienda departamental costar zona contro monterrey paso acceso automovil ser rapido seguro avenida constitucion morón prieto tomar practicamente minuto buen restaurante adicional pabellon m recomer negocio vacaciones si haber evento pabellon m tema elevador ser lento solo dos elevador ser lento tener cambiar elevador bajar automovil estacionamiento ser compartir pabellon m haber evento ser complicar encontrar lugar cerca elevador hotel,4
3708,buen conseguir par zapato comodo empezar caminar poder pasar dia aqui zona sitio historico area alrededor haber ser conservar asi edificio tener cierto aspecto antiguedad haber par bonito parque monton restaurante vecindario buen actividad dia soleado tener caminar ser mejor manera ver barrio mover debido cierre calle trafico persona,4
3709,cartagena ser ciudad rumbear visitar lugar historico playa debustar buen calidad comida gente ser amable calido viaje resultar incomodo poder descansar simple razon cerca ventana encontrar pareja loro super escandaloso mas menos manana manana ser insoportable especial ventana puerta ser buen calidad aislar sonido parecer concierto chillido grito dos ave cada manana esperar personal hotel tomar conciencia favor huesped localizar animal hora noche zona hotel permitir seguir molestar huesped,2
3710,hacer chichen itza paseo obligado ir vacacionar mexico ser haber ser declarar nuevo maravilla mundo sino hecho haber ser ciudad mas importante cultura maya visitar sitio arqueologico contratar tour agencia experiencia xcaret optar excursion chichen lujo incluir transporte hotel desayuno bordo radio guio audifono bebida incluir almuerzo buffet abundante ciudad valladolid emprender camino regreso visita rapido cenote maya zaci quedar satisfecho tour contratado si bien ser mas caro bien valer pena ofrecer unico tema menor ser tour chichen depender capacidad guia aportar recorrido plus conocimiento punto ser satisfactorio mostrar cosa foto si bien ser interesante haber gustar ser mas interactivo ejemplo recorrido ver guia conducir grupo mas cerca castillo mientras mostrar lejos tampoco hacer prueba aplauso cerca piramide ver guia hacer tiempo libre mismo hacer ser impresionante sonido propagacion faltar plus guia cautivar motivar elevar visita nivel vivencia respecto chichen si llegar sentir magia decir tener si ayudar ser mientras hacer recorrido pensar lugar situado pensar historia tratar recrear mente significar momento pensar cultura maya poder ser util leer historia lugar realizar excursion si bien supuesto haber reconstrucción ser impresionante pensar maya poder tiempo construir imponente piramide ku kul kan conocido castillo cantidad grada tamano piramide pena poder ingresar mismo solo foto pie personalmente llegar significacion campo jugar pok ta pok juego pelota tener ritual antiguo maya participar guerrero segun alguno historiador final partida equipo ganador tener ofrecer sacrificio sacrificio ser muerte tener cuenta ser calor abrasivo lugar marzo dia comienzo primavera embargo calor humedo intenso pegajoso hacer insoportable importante llevar sombrero si tener deber comprar recomer comprar adentro mismo sitio haber oferta precio mas conveniente ofrecido entrada sitio factor llegar ser fastidioso punto sentir atocigado ruido constante ser constante apelacion vendedor querer vender artesania pena impedir lograr entrar clima mismo tiempo palabra aquel verdadero artesano poder encontrar sitio ver trabajar cada pieza fuerte ver excelente obra artesanal ofrecido precio irrisorio ejemplo ilustrativo hotel hospedar venta mascara aproximadamente peso mexicano chichen modelo mas lindo elaboracion mas exquisito ofrecer peso mexicano ser emocionante ver alguno trabajar levantar voz simplemente ofrecer producto trabajo aquel interesado acercar stands cara realidad golpear invitar reflexion,3
3711,malecon ser carretera pasar habana disparo ver mayoria cuba presentar cubano sentado pared mar lado malecon primero preparate trafico nadie realmente tener coche alli embargo si querer ser ver conocer real cubano alli despar noche mil sentado superar calor enfrear suficiente volver apartamento aire acondicionado ir dormir,4
3712,satifechar com servicio hotel carpeta partir decir senor atender llamado elder ser profecional haber centir casa solo necesitar areglar poquito mas avitación px demer maravilla,5
3713,ser buen hotel precio instalación primero habitacion bonito gente amable si tener madre ser ir temporada alto gringo tener parar am apartar camastro sino tocar lado bano llegar persona apartar ser hacer nunca regresar hotel pagar noche categoria estrella tener parar am si correr ir hacer ano aparte sentir pequenar hotel precio mejor hotel ser cena si ser primero nivel,4
3714,excelente restaurante autentico comida yucatan buen entorno ambiente agradable buen servicio cliente,4
3715,impresionar gran ambiente servicio comida ser impresionante intento demasiado grande atender canadiense estadounidense embargo si ser gustar decepcionar,3
3716,pese buen imagen presentado momento ingreso tener inconveniente inquilino haber quedar habitacion contiguo inquilino siempre pendiente momento irmir banar parecer intentar ver trave ventana ducto ventilacion ambos habitación compartir ademo solo primero dia estadia proporcionar agua cortesia ultimo momento entregar habitacion entregar tarjeta habitacion botón junto tarjeta toalla piscina resultar tarjeta toalla desaparecer tocar pagar extra mas dolar dos toalla solicitar recepcion mostrar cartilla colocar llave ahi,1
