,Review,tokens,Class
1212,"Empleados que no saben indicar cómo llegar al Centro de Convenciones, a  minutos a pie del hotel. Empleados que no solucionan problemas de ruidos por eventos en el mismo hotel a horas intempestivas. Empleados que llaman para decir que hay una habitación para cambiarse y luego se desdicen. Terrible experiencia. ",empleado saber indicar centro convención minuto pie empleado solucionar problema ruido evento mismo hora intempestivo empleado llamar cambiar luego desdecir terrible experiencia,2
1213,"He estado en este hotel en varias ocasiones. El servicio fue bueno. La ubicación y el edificio en sí es una de las mejores cosas de este hotel. Las habitaciones son muy bonitas, cómodas y limpias. Pedí una habitación con vistas a la calle y la única ventana que la habitación tenía era muy pequeña. Cobran demasiado para un solo día de servicio de WiFi. Así que si necesitas WiFi, es mejor ir a la tienda de café al otro lado de la calle.",varios ocasión servicio buen ubicacion edificio si mejor cosa bonito comodo limpio vistas calle unico ventana pequeno cobrar demasiado solo servicio wifi asi si necesitar wifi mejor tienda cafe lado calle,4
1214,"Nos recomenadon este lugar como el mejor de Mérida, sin duda deben tener una buena PR , la comida en verdad que no es nada, he comido en muchos y muy buenos restaurantes , quintonil, pujol, alcalde, amaranta, y no le llega ni a los...Más",recomenar mejor merida duda deber buen pr verdad comer buen restaurante quintonil pujol alcalde amaranto ma,5
1215,"universidad de lentas situada a pocas cuadras del malecón. hermosa arquitectura, fascinante obra. visitenla. ",universidad lento situado cuadra malecon hermoso arquitectura fascinante obra visitenla,5
1216,"Cartagena logra que uno pueda imaginar como era la vida en una época colonial.  Es importante tomarse el tiempo de recorrer la ciudad amurallada cambiando lentamente, disfrutando de sus balcones llenos de flores, apreciando las construcciones, recorrer la  Puerta del Reloj y comprar dulces típicos en su plaza, Plaza de los Coches, la zona de la Iglesia de Santo Domingo con la escultura de Botero,  ver el mar desde las murallas y visitar el Palacio de la Inquisición. Si es amante de García Marquez, se sentirá dentro de sus novelas.",cartagena lograr imaginar vida epoca colonial importante tomar tiempo recorrer ciudad amurallado cambiar lentamente disfrutar balcón lleno flor apreciar construcción recorrer puerta reloj comprar dulce tipico plaza plaza coche zona iglesia santo domingo escultura botero mar muralla visitar palacio inquisicion si amante garcia marquez sentir dentro novela,5
1217,"Cartagena es mágical, lleno de historia y bien vale la pena visitar. Sin embargo, el lugar negro es los coches de caballos. Estos caballos son maltratados a muerte. Están hechas de trabajar por largas horas en el intenso calor. Son poorley alimentado, mal cuidados, sobrecargado con turistas y como consecuencia muchos tienen colapsed y murió en la calle.",cartagena magical lleno historia bien valer pena visitar embargo negro coche caballo caballo maltratar muerte hecho trabajar largo hora intenso calor poorley alimentado mal cuidado sobrecargado turista consecuencia colapsed morir calle,3
1218,"Una verdadera joya de hotel.  ubicación instalados en el distrito de Miramar de la ciudad, rodeado de edificios de la embajada y casas de mansión. Está aproximadamente a - minutos taxi de la parte vieja de La Habana, que en  los precios no te costará más de £- £, también hay un servicio gratuito de autobús que va desde el hotel y te lleva a todos lados tendrás que ir.No estábamos seguros de su ubicación antes de viajar pero confía en mí es un estupendo lugar para alojarse en la ciudad, te sientes seguro y está escondido justo en primera línea de mar.  habitaciones Estuvimos en la planta , la habitación estaba muy limpia, amplia y bastante moderno con estilo. Teníamos un balcón que miraba hacia el mar. Te sugiero que no cerraba la puerta del balcón detrás de usted, ya…",verdadero joya ubicacion instalado distrito miramar ciudad rodeado edificio embajada casa mansion aproximadamente minuto taxi parte viejo habana precio costar tambien servicio gratuito autobus llevar lado seguro ubicacion viajar confiar estupendo alojar ciudad sentir seguro escondido justo primero linea mar planta limpio amplio bastante moderno estilo balcon mirar hacia mar sugerir cerrar puerta balcon detrar,4
1219,"Me hospede por motivos de trabajo y la experiencia fue grata, muy amable el personal, las habitaciones limpias, agradables, grandes  y bien ventiladas. El servicio de Internet es muy bueno y mejor aun para mi que me pude conectar mediante un cable a una velocidad bastante aceptable que es vital para mi trabajo. El desayuno es sencillo pero rico, y tienen servicio de un sitio de taxis que me facilito mi traslado. Definitivamente regresaría.",hospedir motivo trabajo experiencia grata amable personal limpio agradable grande bien ventilado servicio internet buen mejor aun conectar mediante cable velocidad bastante aceptable vital trabajo desayuno sencillo rico servicio sitio taxi facilitar traslado definitivamente regresar,4
1220,"Nos alojamos aquí  noches para el ocio. El servicio, el personal muy amable. ricos y con buen ambiente, buenos músicos de desayuno. Las habitaciones y otras facilitiis limpio y bien mantenido. Vista desde las habitaciones excelentes. Volveré seguro.",alojar aqui noche ocio servicio personal amable rico buen ambiente buen musico desayuno facilitii limpio bien mantener visto excelente volver seguro,5
1221,"Nos alojamos por  noches durante un centro vacaciones en octubre. La primera habitación que nos estaba asquerosa. Los accesorios estaban rotos, el baño estaba manchada y sucia, el baño no funcionaba. Las colchas tenía algunas marcas blancas crujiente y el balcón daba a una piscina vacía, ahora una fogata concreto llena de basura y un ruido de la calle principal. Pedimos otra habitación, al igual que todos los que llegaron con nosotros en el mismo viaje ( parejas y familias).  La segunda habitación, aunque es mejor no era genial, la ducha no funcionaba, el inodoro se rompió durante la noche y el refrigerador tenía el enchufe equivocado. El suelo estaba muy sucia y aunque. las camareras utilizaron una cuerda sucia fregona y agua sucia. más allá de la terraza (planta baja) eran…",alojar noche centro vacaciones octubre primero asqueroso accesorio roto bano manchado sucio bano funcionar colcha marca blanco crujiente balcon piscina vacio ahora fogata concreto lleno basura ruido calle principal igual mismo viaje pareja familia segundo aunque mejor genial ducha funcionar inodoro romper noche refrigerador enchufe equivocado suelo sucio aunque camarera utilizar cuerda sucio fregona agua sucio alla terraza planta bajo,1
1222,"Ruidoso. Muy ruidoso. Normalmente esperar bailando en los decibelios. Parece que este es uno de los varios restaurantes ""de moda"" por la ciudad que son enfermos terminales de moda y comprometido a matar a cualquier oportunidad de cualquiera tener una conversación durante cualquier parte de...su comida. Nos fuimos con un dolor de cabeza. Uno de nuestro grupo observó que la música se acercó el ruido del concierto de rock que había estado la noche anterior. Mencioné ruidoso?

Dicho esto, los camareros sabían su ken y la decoración es bastante inteligente. La comida era muy agradable. a workmanlike Nunca llegó a la postre, pero varios era tentador. El precio era un poco de shock, innecesariamente así que teniendo todas las opciones en Monterrey.

Lo esencial: caro comida bien en un entorno visualmente, lástima el moda ruido.Más",ruidoso ruidoso normalmente esperar bailar decibelio parecer varios restaurante moda ciudad enfermo terminal moda comprometido matar cualquiera oportunidad cualquiera conversacion cualquiera parte dolor cabeza grupo observar musica acercar ruido concierto rock noche anterior mencionar ruidoso dicho camarero saber ken decoracion bastante inteligente agradable workmanlike nunca postre varios tentador precio shock innecesariamente asi opción monterrey esencial caro bien entorno visualmente lastimar moda ruido ma s,3
1223,"Hemos estado viniendo a Villa la Estancia durante años, este fue el último. El personal ahora incesantemente molesta acerca de comprar un apartamento y, aunque estábamos como huéspedes de un propietario de apartamento, nos echaron alejado de asientos en la sección de propietarios (que estaba completamente vacío, y nos dijeron que podíamos usar). Nos cambiaron a nuevas sillas, donde el personal nos dijeron que nos preparó con toallas nuevas, etc. Eso nunca sucedió. Solía ser un relajante, un lugar libre de presión, pero ahora nos dio la sensación de que, a menos que comprar un apartamento, estás mejor estar en un lugar en el que se siente menos como un concesionario de coches usados
Leer menos",venir villa estancia ano ultimo personal ahora incesantemente molestar acerca comprar apartamento aunque huesped propietario apartamento echar alejado asiento seccion propietario completamente vacio usar cambiar nuevo silla personal preparar toalla nuevo etc nunca suceder soliar relajante libre presion ahora sensacion menos comprar apartamento mejor sentir menos concesionario coche usado leer menos,2
1224,"Pésimas elaboración de los alimentos, pienso que ni siquiera saben nada de la cocina italiana,incluso es desagradable que mientras estas consumiendo puedes ver vecinos pasando con basura x al lado de tu mesa. Lo único bueno es la atención de algunos de sus empleados.",pesimo elaboracion alimento pensar siquiera saber cocina italiano incluso desagradable mientras consumir vecino pasar basura x lado mesa unico buen atencion empleado,1
