,Unnamed: 0,Review,Class,Conteo,Max,Min,moda,tokens,ClassBestModel
5451,5496,"Estuvimos desde el   hasta el  de Junio .Fue  un viaje de luna de miel El ingreso al hotel fue un tramite mas ;sin bebida de bienvenida como  en otros hoteles,ni nada.Esperamos unos  minutos para que nos entregaran la habitación en el cuarto piso,quisimos planchar algo,pero había mesa de planchado,pero no plancha.La solicitamos a la recepción.Dijeron Enseguida,con gusto. Después de casi una hora de espera vimos que  enseguida no significa lo mismo que para nosotros y salimos para no seguir perdiendo el tiempo en esperas inútiles. Al volver en la noche pedimos la plancha ,pero dijeron que  al día siguiente repondrían la plancha, por la hora. Al abrir la cama nos percatamos que las sabanas estaban manchadas ,así que dormimos en la  otra cama que había. Al día siguiente…",3,788,17,0,ser,junio ser viaje luna miel ingreso hotel ser tramite mas bebida bienvenida hotel esperar minuto entregar habitacion cuarto piso querer planchar haber mesa planchado planchar solicitar recepcion dijeron enseguida gusto despues casi hora espera ver enseguida significar mismo salir seguir perder tiempo espera inutil volver noche pedir plancha decir dia siguiente reponer plancha hora abrir cama percatar sabana manchado asi dormir cama haber dia siguiente,1
963,964,Pasar un ro de mayo en La Habana es una excelente opción. Por supuesto debes participar del desfile en la Plaza de la Revolución,4,129,10,2,pasar,pasar ro mayo habana ser excelente opcion supuesto deber participar desfile plaza revolucion,3
6776,6840,"Una gran ubicación con vistas al Malecón. Esto era justo bajando desde nuestro hotel así que nos detuvimos. Muy bien cuidado, limpio y ordenado y un buen servicio. La comida estaba bien, pero nada memorable. pedir un asiento de balcón si está disponible y lo...suficientemente caliente, aparte de que tienen una bebida en la terraza.Más",3,336,20,1,bien,gran ubicacion vistas malecon ser justo bajar hotel asi detener bien cuidado limpio ordenado buen servicio comida bien memorable pedir asiento balcon si disponible suficientemente caliente aparte tener bebida terraza ma,3
2134,2142,"Mucha historia en un solo lugar, pero demasiado cara la entrada, vale  para extranjeros y  para nacionales. También hay tarifas para estudiantes.",3,149,12,1,historia,historia solo lugar demasiado cara entrada valer extranjero nacional tambien haber tarifa estudiante,4
2076,2084,"El paseo es agradable, la playa esta limpia ,si te desvías un poco veras las calles de verdad llenas de suciedad  por esta zona de la habana. nosotros cogimos un almendron para ir. ",4,181,10,0,paseo,paseo ser agradable playa limpio si desviar veras calle verdad lleno suciedad zona habana coger almendron ir,4
1331,1333,Las habitaciones huele mal  No hay servicio  Buffet escaso malo con muchas harinas  No tiene playa aún q tenga ese nombre  Muchas habitaciones para una piscina pequeña  No queda tan cerca a la ciudad amurallada atracción principal  Y el Transporre hacia la ciudad q se debe hacer en taxi es costoso,2,298,12,0,habitación,habitación holer mal haber servicio buffet escaso malo harina tener playa aun q tener nombre habitación piscina pequeno quedar cerca ciudad amurallado atraccion principal transporre hacia ciudad q deber hacer taxi ser costoso,2
4968,5006,"Nos alojamos dos noches sobre fines de Abril. Lobby impresionante, con cuadros que recuerdan la historia que el hotel tiene (ex Hilton, fue utilizado por la revolución como lugar base a su ingreso a La Habana). Como sucede con otros hoteles de la ciudad, el edificio muestra lo que debió ser un pasado de elegancia, mientras que hoy resaltan algunos detalles por falta de mantenimiento (ej. Puertas y muebles en mal estado, manchas de óxido en baños) aunque nada que impida una buena experiencia. Las habitaciones son enormes, sumamente cómodas y con una vista al mar/ciudad inmejorable (al menos las del piso ). Personal amable y desayuno muy completo  . Dos puntos negativos: :am intentamos comenzar el día con una ducha pero luego de dejar correr el agua (la que debería ser…",3,786,14,0,ser,alojar dos noche fin abril lobby impresionante cuadro recordar historia hotel tener ex hilton ser utilizar revolucion lugar base ingreso habana suceder hotel ciudad edificio mostrar deber ser pasado elegancia mientras hoy resaltar alguno detalle falta mantenimiento ej puerta mueble mal mancha oxido bano aunque impedir buen experiencia habitación ser enorme sumamente comodo vista mar ciudad inmejorable menos piso personal amable desayuno completo dos punto negativo am intentar comenzar dia ducha luego dejar correr agua deber ser,3
5337,5380,"Solo el caminar en la  ciudad amurallada, resulta agradable apesar de su clima calido.recorrer sus plazas,visitar las iglesias como la de San Pedro Claver,curiosear por esas calles es de lo mas placentero,es una actividad que puede tomarte hasta  h,y al finalizar la tarde observar el ocaso del sol eslo maximo,ademas puedes ir al castillo,al cerro la popa, a las playas.no hay aburrimiento posible",5,399,16,0,ser,solo caminar ciudad amurallado resultar agradable apesar clima calido recorrer plaza visitar iglesia san pedro claver curiosear calle ser mas placentero ser actividad poder tomar h finalizar tarde observar ocaso sol eslo maximo ademas poder ir castillo cerro popa playa haber aburrimiento posible,4
705,706,"¡Qué hediondo absoluta de un lugar es. Nos alojamos en el Parque Central a la vuelta de la esquina y pensamos que este lugar podría ser vale la pena probarlo. ¡Qué error!
Pedimos dos martinis de vodka, lo que llegamos sin fricciones en absoluto a...aburrir un martini, aparte del cristal llegó. Creo que la botella de vodka había sido entráramos en el cristal de pasada, y así que tuvimos (grande)copa de Martini Bianco. Cuando nos quejamos con el supervisor que ella nos gastamos un chupito de mala gana Stoli. imbebible.
Una pena realmente ya que el lugar ha tenido un trabajo razonable de restauración de que, tal vez se debería capacitar al personal en combinar las bebidas aparte del Mojito omnipresente.
Prueba este lugar a su propio riesgo.Más",1,750,20,1,lugar,hediondo absoluto lugar ser alojar parque central vuelta esquina pensar lugar poder ser valer pena probar error pedir dos martinis vodka llegar fricción absoluto aburrir martini aparte cristal llegar creer botella vodka haber ser entrar cristal pasado asi tener grande copa martini bianco quejar supervisor gastar chupito malo gana stoli imbebible pena realmente lugar haber tener trabajo razonable restauracion tal vez deber capacitar personal combinar bebida aparte mojito omnipresente probar lugar propio riesgo ma,2
2989,3004,"El Capitolio se encuentra cerrado y la mitad en muy mal estado. A nosotros nos habían contado que se podía entrar por  CUC. Cuando nos acercamos las personas de vigilancia nos dijeron que se encontraba cerrado pero que por  cuc cada uno nos harían una excursión.Nosotros no accedimos.Luego cuando nos íbamos nos ofertaron pasar los dos por  cuc, fue la última vez que pagamos en todo nuestro viaje, realmente nos sentimos incómodos. La supuesta guía no sabía nada, montaron una escena como que venía un guardia y nos escondieron y luego nos sacaron vimos muy poco y la verdad es que los guardias del lugar se aprovechan de los turistas para sacar un dinero.No pagues, no te perdes de nada. Utilizá el dinero para disfrutar otra cosa o comprar libros a montones.",1,766,18,1,cuc,capitolio encontrar cerrado mitad mal haber contar poder entrar cuc acercar persona vigilancia decir encontrar cerrado cuc cada hacer excursion nosotro acceder luego ir ofertar pasar dos cuc ser ultimo vez pagar viaje realmente sentir incomodo supuesto guia sabio montar escena venir guardia esconder luego sacar ver verdad ser guardia lugar aprovechar turista sacar dinero pagar perder utilizar dinero disfrutar cosa comprar libro montón,2
3228,3245,"Pasamos junto a mi familia tres noches en este hotel, es un hotel bastante antiguo pero remodelado, muy bien situado para conocer La Havana, aunque algo lejos de la Havana vieja. La habitación enorme con vista hermosa, pero algo antiguas. El desayuno muy bueno, completo y variado. El personal del hotel muy amable. Posee una piscina, pero es algo chica con respecto a la cantidad de huespedes que recibe el hotel.",3,414,11,1,hotel,pasar junto familia tres noche hotel ser hotel bastante antiguo remodelado bien situado conocer havana aunque lejos havana viejo habitacion enorme vista hermoso antiguo desayuno buen completo variado personal hotel amable poseer piscina ser chica respecto cantidad huesped recibir hotel,4
4805,4841,Muy buen servicio de meseros.   La cocina es muy buena.  El ambiente es familiar.  Excelente opcion para comer y cenar.,4,119,9,0,buen,buen servicio mesero cocina ser buen ambiente ser familiar excelente opcion comer cenar,4
6736,6799,"Me alojè con una amiga en el hotel Inglaterra en abril durante cuatro noches... Llegamos de noche y ya el hotel me conquistò con su hermoso Cafè El Louvre, que està en la entrada.. Musicos tocando, buenos tragos, buena atenciòn y un clima barbaro... Les recomiendo comer algo ahi.. Es excelente, abundante y tiene buenos precios.  La ubicacion del hotel es la mejor: frente al Parque Central, a metros del Capitolio, el Gran Teatro de la Habana, el Paseo del Prado y a unas cuadras del Malecòn caminando.. Esta en una zona barbara de La Habana Vieja, cerca tambièn del barrio chino, de la peatonal Obispo y otros tantos lugares que merecen ser visitados y pueden recorrerse a pie.  El hotel es històrico. Fue fundado en  y el lobby, el restaurant y el lugar donde se toma el desauyno…",4,788,11,0,ser,alojar amiga hotel inglaterro abril cuatro noche llegar noche hotel conquistar hermoso cafe louvre entrada musico tocar buen trago buen atencion clima barbaro recomer comer ahi ser excelente abundante tener buen precio ubicacion hotel ser mejor frente parque central metro capitolio gran teatro habana paseo prado cuadra malecon caminar zona barbaro habana viejo cerca tambien barrio chino peatonal obispo lugar merecer ser visitar poder recorrer pie hotel ser historico ser fundado lobby restaurant lugar tomar desauyno,4
3851,3874,"Muy bonito. Un lugar más atractivo para una comida. Pero yo soy la comida. No está mal en parte.

Me lo mejor comida en Cuba, pero tuve un infierno de un importe peor.",3,167,10,2,comida,bonito lugar mas atractivo comida ser comida mal parte mejor comida cuba tener infierno importe peor,3
147,147,"Estuve en la bodeguita de Mexico, Argentina y mi primer día en Cuba dije no puedo no visitarla, llegue mucha gente fuera tomando, entre a cenar y como no iba a probar el tan ansiado mojito.
Un desastre realmente no sé si será por la...Más",1,238,10,1,ser,bodeguita mexico argentino primero dia cuba decir poder visitar llegar gente ser tomar entrar cenar ir probar ansiado mojito desastre realmente si ser ma,2
1104,1106,Centro histórico de La Habana ViejaVisita obligada cuando se está en la ciudad. Punto inicial del recorrido por el Paseo Del Prado y las callejuelas que acaban en la Plaza de la CatedralEl Capitolio se encuentra en reformas. Ahora solo quedan andamios en la cúpula. El resto del edificio está completamente reformado y muy blancoVa a quedar muy bonito con el fondo del cielo azulVisita obligada,5,394,13,1,obligado,centro historico habana viejavisito obligado ciudad punto inicial recorrido paseo prado callejuela acabar plaza catedralel capitolio encontrar reforma ahora solo quedar andamio cupula resto edificio completamente reformado blancovo quedar bonito fondo cielo azulvisito obligado,4
